event_id,user_id,journey_id,session_id,event_timestamp_utc,event_date,touchpoint_number,total_touchpoints_in_journey,channel,channel_group,campaign,funnel_stage,event_type,utm_source,utm_medium,utm_campaign,landing_page,device,region,product_plan,ad_spend,is_conversion,conversion_id,conversion_timestamp_utc,conversion_value,customer_status
E000330,U00089,J00089,S00089_05,2026-02-24 03:00:00,2026-02-24,5,5,Meta Ads,paid_social,lookalike_1pct,Awareness,ad_click,meta,cpc,lookalike_1pct,/pricing,Mobile,East,Starter,0.48,0,,,0.00,
E000331,U00090,J00090,S00090_01,2026-04-12 14:32:00,2026-04-12,1,3,TikTok Ads,paid_social,ugc_demo,Awareness,ad_click,tiktok,cpc,ugc_demo,/free-trial,Mobile,East,Starter,0.44,0,,,0.00,
E000332,U00090,J00090,S00090_02,2026-04-13 03:49:00,2026-04-13,2,3,Google Ads,paid_search,brand_search,Decision,ad_click,google,cpc,brand_search,/demo,Mobile,East,Starter,3.72,0,,,0.00,
E000333,U00090,J00090,S00090_03,2026-04-14 09:26:00,2026-04-14,3,3,Email,owned,abandoned_cart,Decision,email_open,mailchimp,email,abandoned_cart,/features,Mobile,East,Starter,0.04,0,,,0.00,
E000334,U00091,J00091,S00091_01,2026-01-12 22:27:00,2026-01-12,1,6,Organic Search,organic,seo_blog,Consideration,blog_visit,google,organic,seo_blog,/case-studies,Desktop,North,Professional,0.00,0,,,0.00,
E000335,U00091,J00091,S00091_02,2026-01-13 02:37:00,2026-01-13,2,6,LinkedIn Ads,paid_social,decision_makers,Consideration,lead_form_view,linkedin,cpc,decision_makers,/demo,Desktop,North,Professional,1.84,0,,,0.00,
E000336,U00091,J00091,S00091_03,2026-01-14 00:23:00,2026-01-14,3,6,Direct,direct,direct_visit,Decision,direct_visit,direct,none,direct_visit,/features,Desktop,North,Professional,0.00,0,,,0.00,
E000337,U00091,J00091,S00091_04,2026-01-14 08:39:00,2026-01-14,4,6,Organic Search,organic,how_to_guide,Consideration,blog_visit,google,organic,how_to_guide,/features,Desktop,North,Professional,0.00,0,,,0.00,
E000338,U00091,J00091,S00091_05,2026-01-15 11:42:00,2026-01-15,5,6,LinkedIn Ads,paid_social,saas_trial,Consideration,ad_click,linkedin,cpc,saas_trial,/blog/marketing-roi,Desktop,North,Professional,2.56,0,,,0.00,
E000339,U00091,J00091,S00091_06,2026-01-17 04:25:00,2026-01-17,6,6,Organic Search,organic,seo_blog,Purchase,conversion,google,organic,seo_blog,/pricing,Desktop,North,Professional,0.00,1,C00038,2026-01-17 04:25:00,365.03,new
E000340,U00092,J00092,S00092_01,2026-02-19 22:09:00,2026-02-19,1,3,LinkedIn Ads,paid_social,saas_trial,Consideration,lead_form_view,linkedin,cpc,saas_trial,/demo,Tablet,South,Professional,2.05,0,,,0.00,
E000341,U00092,J00092,S00092_02,2026-02-20 22:26:00,2026-02-20,2,3,Direct,direct,typed_url,Decision,direct_visit,direct,none,typed_url,/pricing,Tablet,South,Professional,0.00,0,,,0.00,
E000342,U00092,J00092,S00092_03,2026-02-21 05:37:00,2026-02-21,3,3,Meta Ads,paid_social,interest_stack,Awareness,ad_click,meta,cpc,interest_stack,/pricing,Mobile,South,Professional,2.12,0,,,0.00,
E000343,U00093,J00093,S00093_01,2026-01-12 16:29:00,2026-01-12,1,5,Meta Ads,paid_social,lookalike_1pct,Awareness,video_click,meta,cpc,lookalike_1pct,/demo,Desktop,North,Starter,2.20,0,,,0.00,
E000344,U00093,J00093,S00093_02,2026-01-14 07:17:00,2026-01-14,2,5,Organic Search,organic,seo_blog,Consideration,blog_visit,google,organic,seo_blog,/features,Desktop,North,Starter,0.00,0,,,0.00,
E000345,U00093,J00093,S00093_03,2026-01-15 21:39:00,2026-01-15,3,5,Email,owned,abandoned_cart,Decision,email_open,mailchimp,email,abandoned_cart,/pricing,Desktop,North,Starter,0.08,0,,,0.00,
E000346,U00093,J00093,S00093_04,2026-01-17 02:33:00,2026-01-17,4,5,Organic Search,organic,comparison_page,Consideration,blog_visit,google,organic,comparison_page,/demo,Desktop,North,Starter,0.00,0,,,0.00,
E000347,U00093,J00093,S00093_05,2026-01-17 21:59:00,2026-01-17,5,5,Email,owned,newsletter,Purchase,conversion,mailchimp,email,newsletter,/pricing,Desktop,North,Starter,0.06,1,C00039,2026-01-17 21:59:00,120.76,returning
E000348,U00094,J00094,S00094_01,2026-02-22 19:57:00,2026-02-22,1,3,LinkedIn Ads,paid_social,saas_trial,Consideration,ad_click,linkedin,cpc,saas_trial,/features,Desktop,East,Professional,3.51,0,,,0.00,
E000349,U00094,J00094,S00094_02,2026-02-24 12:00:00,2026-02-24,2,3,LinkedIn Ads,paid_social,b2b_leads,Consideration,ad_click,linkedin,cpc,b2b_leads,/blog/marketing-roi,Mobile,East,Professional,2.29,0,,,0.00,
E000350,U00094,J00094,S00094_03,2026-02-26 12:53:00,2026-02-26,3,3,Organic Search,organic,comparison_page,Consideration,seo_landing,google,organic,comparison_page,/blog/marketing-roi,Desktop,East,Professional,0.00,0,,,0.00,
E000351,U00095,J00095,S00095_01,2026-04-09 17:06:00,2026-04-09,1,7,TikTok Ads,paid_social,creator_spark,Awareness,ad_click,tiktok,cpc,creator_spark,/blog/marketing-roi,Desktop,South,Starter,0.67,0,,,0.00,
E000352,U00095,J00095,S00095_02,2026-04-10 07:57:00,2026-04-10,2,7,Organic Search,organic,how_to_guide,Consideration,blog_visit,google,organic,how_to_guide,/demo,Desktop,South,Starter,0.00,0,,,0.00,
E000353,U00095,J00095,S00095_03,2026-04-11 08:06:00,2026-04-11,3,7,Google Ads,paid_search,brand_search,Decision,search_click,google,cpc,brand_search,/pricing,Desktop,South,Starter,1.90,0,,,0.00,
E000354,U00095,J00095,S00095_04,2026-04-12 04:58:00,2026-04-12,4,7,Referral,referral,affiliate_blog,Consideration,referral_visit,partner,referral,affiliate_blog,/features,Desktop,South,Starter,0.00,0,,,0.00,
E000355,U00095,J00095,S00095_05,2026-04-13 20:13:00,2026-04-13,5,7,Google Ads,paid_search,brand_search,Decision,ad_click,google,cpc,brand_search,/pricing,Desktop,South,Starter,1.03,0,,,0.00,
E000356,U00095,J00095,S00095_06,2026-04-14 14:21:00,2026-04-14,6,7,Meta Ads,paid_social,lookalike_1pct,Awareness,video_click,meta,cpc,lookalike_1pct,/case-studies,Desktop,South,Starter,1.65,0,,,0.00,
E000357,U00095,J00095,S00095_07,2026-04-16 07:37:00,2026-04-16,7,7,Direct,direct,direct_visit,Purchase,conversion,direct,none,direct_visit,/pricing,Desktop,South,Starter,0.00,1,C00040,2026-04-16 07:37:00,90.13,new
E000358,U00096,J00096,S00096_01,2026-01-12 22:54:00,2026-01-12,1,5,Google Ads,paid_search,high_intent_keywords,Decision,search_click,google,cpc,high_intent_keywords,/features,Desktop,East,Enterprise,3.24,0,,,0.00,
E000359,U00096,J00096,S00096_02,2026-01-14 03:37:00,2026-01-14,2,5,LinkedIn Ads,paid_social,decision_makers,Consideration,ad_click,linkedin,cpc,decision_makers,/blog/marketing-roi,Desktop,East,Enterprise,4.47,0,,,0.00,
E000360,U00096,J00096,S00096_03,2026-01-14 16:39:00,2026-01-14,3,5,Email,owned,abandoned_cart,Decision,email_open,mailchimp,email,abandoned_cart,/features,Desktop,East,Enterprise,0.06,0,,,0.00,
E000361,U00096,J00096,S00096_04,2026-01-16 08:09:00,2026-01-16,4,5,Google Ads,paid_search,competitor_search,Decision,search_click,google,cpc,competitor_search,/demo,Desktop,East,Enterprise,1.08,0,,,0.00,
E000362,U00096,J00096,S00096_05,2026-01-17 21:24:00,2026-01-17,5,5,Email,owned,abandoned_cart,Decision,email_open,mailchimp,email,abandoned_cart,/case-studies,Desktop,East,Enterprise,0.08,0,,,0.00,
E000363,U00097,J00097,S00097_01,2026-04-27 17:32:00,2026-04-27,1,4,Meta Ads,paid_social,retargeting,Awareness,ad_click,meta,cpc,retargeting,/blog/marketing-roi,Desktop,East,Starter,2.02,0,,,0.00,
E000364,U00097,J00097,S00097_02,2026-04-29 04:05:00,2026-04-29,2,4,TikTok Ads,paid_social,ugc_demo,Awareness,video_view,tiktok,cpc,ugc_demo,/pricing,Desktop,East,Starter,0.48,0,,,0.00,
E000365,U00097,J00097,S00097_03,2026-04-29 23:22:00,2026-04-29,3,4,Email,owned,abandoned_cart,Decision,email_open,mailchimp,email,abandoned_cart,/demo,Desktop,East,Starter,0.07,0,,,0.00,
E000366,U00097,J00097,S00097_04,2026-05-01 03:44:00,2026-05-01,4,4,Referral,referral,affiliate_blog,Consideration,referral_visit,partner,referral,affiliate_blog,/demo,Desktop,East,Starter,0.00,0,,,0.00,
E000367,U00098,J00098,S00098_01,2026-04-27 17:01:00,2026-04-27,1,5,LinkedIn Ads,paid_social,b2b_leads,Consideration,lead_form_view,linkedin,cpc,b2b_leads,/demo,Tablet,East,Professional,3.17,0,,,0.00,
E000368,U00098,J00098,S00098_02,2026-04-28 02:04:00,2026-04-28,2,5,Meta Ads,paid_social,retargeting,Awareness,ad_click,meta,cpc,retargeting,/pricing,Tablet,East,Professional,1.37,0,,,0.00,
E000369,U00098,J00098,S00098_03,2026-04-29 21:16:00,2026-04-29,3,5,Organic Search,organic,comparison_page,Consideration,blog_visit,google,organic,comparison_page,/blog/marketing-roi,Tablet,East,Professional,0.00,0,,,0.00,
E000370,U00098,J00098,S00098_04,2026-04-30 10:53:00,2026-04-30,4,5,Organic Search,organic,seo_blog,Consideration,blog_visit,google,organic,seo_blog,/free-trial,Desktop,East,Professional,0.00,0,,,0.00,
E000371,U00098,J00098,S00098_05,2026-05-01 14:38:00,2026-05-01,5,5,Referral,referral,software_review,Consideration,referral_visit,partner,referral,software_review,/blog/marketing-roi,Tablet,East,Professional,0.00,0,,,0.00,
E000372,U00099,J00099,S00099_01,2026-02-25 20:40:00,2026-02-25,1,2,Referral,referral,software_review,Consideration,referral_visit,partner,referral,software_review,/case-studies,Mobile,West,Starter,0.00,0,,,0.00,
E000373,U00099,J00099,S00099_02,2026-02-26 12:04:00,2026-02-26,2,2,Google Ads,paid_search,high_intent_keywords,Purchase,conversion,google,cpc,high_intent_keywords,/case-studies,Mobile,West,Starter,1.05,1,C00041,2026-02-26 12:04:00,118.48,returning
E000374,U00100,J00100,S00100_01,2026-04-19 20:36:00,2026-04-19,1,5,Organic Search,organic,how_to_guide,Consideration,blog_visit,google,organic,how_to_guide,/case-studies,Desktop,North,Starter,0.00,0,,,0.00,
E000375,U00100,J00100,S00100_02,2026-04-21 07:45:00,2026-04-21,2,5,TikTok Ads,paid_social,creator_spark,Awareness,video_view,tiktok,cpc,creator_spark,/blog/marketing-roi,Desktop,North,Starter,0.25,0,,,0.00,
E000376,U00100,J00100,S00100_03,2026-04-21 17:37:00,2026-04-21,3,5,Organic Search,organic,how_to_guide,Consideration,seo_landing,google,organic,how_to_guide,/features,Desktop,North,Starter,0.00,0,,,0.00,
E000377,U00100,J00100,S00100_04,2026-04-22 10:52:00,2026-04-22,4,5,Organic Search,organic,comparison_page,Consideration,seo_landing,google,organic,comparison_page,/pricing,Desktop,North,Starter,0.00,0,,,0.00,
E000378,U00100,J00100,S00100_05,2026-04-22 18:16:00,2026-04-22,5,5,LinkedIn Ads,paid_social,decision_makers,Consideration,ad_click,linkedin,cpc,decision_makers,/features,Mobile,North,Starter,4.39,0,,,0.00,
E000379,U00101,J00101,S00101_01,2026-03-03 20:55:00,2026-03-03,1,4,Organic Search,organic,comparison_page,Consideration,blog_visit,google,organic,comparison_page,/blog/marketing-roi,Mobile,Central,Professional,0.00,0,,,0.00,
E000380,U00101,J00101,S00101_02,2026-03-04 06:59:00,2026-03-04,2,4,TikTok Ads,paid_social,short_video_awareness,Awareness,video_view,tiktok,cpc,short_video_awareness,/free-trial,Desktop,Central,Professional,0.39,0,,,0.00,
E000381,U00101,J00101,S00101_03,2026-03-05 08:37:00,2026-03-05,3,4,Referral,referral,software_review,Consideration,referral_visit,partner,referral,software_review,/features,Desktop,Central,Professional,0.00,0,,,0.00,
E000382,U00101,J00101,S00101_04,2026-03-07 03:33:00,2026-03-07,4,4,LinkedIn Ads,paid_social,b2b_leads,Purchase,conversion,linkedin,cpc,b2b_leads,/demo,Mobile,Central,Professional,2.43,1,C00042,2026-03-07 03:33:00,265.17,new
E000383,U00102,J00102,S00102_01,2026-03-11 12:42:00,2026-03-11,1,4,TikTok Ads,paid_social,ugc_demo,Awareness,ad_click,tiktok,cpc,ugc_demo,/blog/marketing-roi,Desktop,East,Starter,0.51,0,,,0.00,
E000384,U00102,J00102,S00102_02,2026-03-11 22:00:00,2026-03-11,2,4,Direct,direct,typed_url,Decision,direct_visit,direct,none,typed_url,/demo,Desktop,East,Starter,0.00,0,,,0.00,
E000385,U00102,J00102,S00102_03,2026-03-12 15:10:00,2026-03-12,3,4,Email,owned,newsletter,Decision,email_click,mailchimp,email,newsletter,/blog/marketing-roi,Desktop,East,Starter,0.07,0,,,0.00,
E000386,U00102,J00102,S00102_04,2026-03-14 01:41:00,2026-03-14,4,4,Direct,direct,saved_link,Decision,direct_visit,direct,none,saved_link,/case-studies,Desktop,East,Starter,0.00,0,,,0.00,
E000387,U00103,J00103,S00103_01,2026-02-17 10:28:00,2026-02-17,1,2,Meta Ads,paid_social,lookalike_1pct,Awareness,ad_click,meta,cpc,lookalike_1pct,/case-studies,Desktop,North,Starter,0.71,0,,,0.00,
E000388,U00103,J00103,S00103_02,2026-02-17 20:10:00,2026-02-17,2,2,TikTok Ads,paid_social,ugc_demo,Awareness,ad_click,tiktok,cpc,ugc_demo,/free-trial,Desktop,North,Starter,1.37,0,,,0.00,
E000389,U00104,J00104,S00104_01,2026-03-08 14:34:00,2026-03-08,1,1,Meta Ads,paid_social,lookalike_1pct,Awareness,ad_click,meta,cpc,lookalike_1pct,/free-trial,Mobile,West,Starter,1.33,0,,,0.00,
E000390,U00105,J00105,S00105_01,2026-01-16 20:28:00,2026-01-16,1,5,Meta Ads,paid_social,retargeting,Awareness,ad_click,meta,cpc,retargeting,/pricing,Mobile,South,Starter,0.52,0,,,0.00,
E000391,U00105,J00105,S00105_02,2026-01-17 13:20:00,2026-01-17,2,5,Email,owned,abandoned_cart,Decision,email_click,mailchimp,email,abandoned_cart,/case-studies,Desktop,South,Starter,0.04,0,,,0.00,
E000392,U00105,J00105,S00105_03,2026-01-17 22:44:00,2026-01-17,3,5,Email,owned,abandoned_cart,Decision,email_click,mailchimp,email,abandoned_cart,/free-trial,Tablet,South,Starter,0.07,0,,,0.00,
E000393,U00105,J00105,S00105_04,2026-01-18 03:34:00,2026-01-18,4,5,Organic Search,organic,how_to_guide,Consideration,seo_landing,google,organic,how_to_guide,/pricing,Tablet,South,Starter,0.00,0,,,0.00,
E000394,U00105,J00105,S00105_05,2026-01-18 17:10:00,2026-01-18,5,5,Email,owned,newsletter,Decision,email_open,mailchimp,email,newsletter,/pricing,Tablet,South,Starter,0.05,0,,,0.00,
E000395,U00106,J00106,S00106_01,2026-04-23 14:16:00,2026-04-23,1,6,TikTok Ads,paid_social,creator_spark,Awareness,ad_click,tiktok,cpc,creator_spark,/free-trial,Mobile,West,Professional,0.77,0,,,0.00,
E000396,U00106,J00106,S00106_02,2026-04-25 14:41:00,2026-04-25,2,6,Google Ads,paid_search,competitor_search,Decision,ad_click,google,cpc,competitor_search,/features,Mobile,West,Professional,0.81,0,,,0.00,
E000397,U00106,J00106,S00106_03,2026-04-25 20:02:00,2026-04-25,3,6,Organic Search,organic,comparison_page,Consideration,seo_landing,google,organic,comparison_page,/blog/marketing-roi,Mobile,West,Professional,0.00,0,,,0.00,
E000398,U00106,J00106,S00106_04,2026-04-27 20:45:00,2026-04-27,4,6,Google Ads,paid_search,brand_search,Decision,ad_click,google,cpc,brand_search,/case-studies,Mobile,West,Professional,1.60,0,,,0.00,
E000399,U00106,J00106,S00106_05,2026-04-28 21:02:00,2026-04-28,5,6,Organic Search,organic,how_to_guide,Consideration,blog_visit,google,organic,how_to_guide,/demo,Mobile,West,Professional,0.00,0,,,0.00,
E000400,U00106,J00106,S00106_06,2026-04-30 03:49:00,2026-04-30,6,6,LinkedIn Ads,paid_social,saas_trial,Consideration,lead_form_view,linkedin,cpc,saas_trial,/free-trial,Mobile,West,Professional,4.16,0,,,0.00,
E000401,U00107,J00107,S00107_01,2026-02-21 10:49:00,2026-02-21,1,1,Meta Ads,paid_social,retargeting,Awareness,ad_click,meta,cpc,retargeting,/features,Mobile,Central,Starter,0.89,0,,,0.00,
E000402,U00108,J00108,S00108_01,2026-02-17 21:29:00,2026-02-17,1,3,TikTok Ads,paid_social,short_video_awareness,Awareness,video_view,tiktok,cpc,short_video_awareness,/features,Desktop,Central,Enterprise,0.48,0,,,0.00,
E000403,U00108,J00108,S00108_02,2026-02-18 23:51:00,2026-02-18,2,3,Google Ads,paid_search,competitor_search,Decision,ad_click,google,cpc,competitor_search,/features,Desktop,Central,Enterprise,1.55,0,,,0.00,
E000404,U00108,J00108,S00108_03,2026-02-20 16:40:00,2026-02-20,3,3,Direct,direct,direct_visit,Purchase,conversion,direct,none,direct_visit,/case-studies,Desktop,Central,Enterprise,0.00,1,C00043,2026-02-20 16:40:00,872.90,new
E000405,U00109,J00109,S00109_01,2026-04-21 20:49:00,2026-04-21,1,5,Meta Ads,paid_social,retargeting,Awareness,ad_click,meta,cpc,retargeting,/blog/marketing-roi,Desktop,North,Starter,0.89,0,,,0.00,
E000406,U00109,J00109,S00109_02,2026-04-23 18:06:00,2026-04-23,2,5,LinkedIn Ads,paid_social,decision_makers,Consideration,lead_form_view,linkedin,cpc,decision_makers,/demo,Desktop,North,Starter,2.88,0,,,0.00,
E000407,U00109,J00109,S00109_03,2026-04-25 17:39:00,2026-04-25,3,5,Direct,direct,saved_link,Decision,direct_visit,direct,none,saved_link,/pricing,Desktop,North,Starter,0.00,0,,,0.00,
E000408,U00109,J00109,S00109_04,2026-04-27 16:32:00,2026-04-27,4,5,Direct,direct,typed_url,Decision,direct_visit,direct,none,typed_url,/blog/marketing-roi,Desktop,North,Starter,0.00,0,,,0.00,
E000409,U00109,J00109,S00109_05,2026-04-29 02:36:00,2026-04-29,5,5,TikTok Ads,paid_social,short_video_awareness,Awareness,ad_click,tiktok,cpc,short_video_awareness,/blog/marketing-roi,Desktop,North,Starter,1.25,0,,,0.00,
E000410,U00110,J00110,S00110_01,2026-01-25 10:33:00,2026-01-25,1,7,Organic Search,organic,how_to_guide,Consideration,seo_landing,google,organic,how_to_guide,/case-studies,Mobile,South,Professional,0.00,0,,,0.00,
E000411,U00110,J00110,S00110_02,2026-01-25 23:19:00,2026-01-25,2,7,Google Ads,paid_search,competitor_search,Decision,search_click,google,cpc,competitor_search,/features,Mobile,South,Professional,1.47,0,,,0.00,
E000412,U00110,J00110,S00110_03,2026-01-26 05:56:00,2026-01-26,3,7,Organic Search,organic,how_to_guide,Consideration,blog_visit,google,organic,how_to_guide,/blog/marketing-roi,Mobile,South,Professional,0.00,0,,,0.00,
E000413,U00110,J00110,S00110_04,2026-01-27 00:39:00,2026-01-27,4,7,Email,owned,trial_nurture,Decision,email_click,mailchimp,email,trial_nurture,/demo,Mobile,South,Professional,0.05,0,,,0.00,
E000414,U00110,J00110,S00110_05,2026-01-28 15:50:00,2026-01-28,5,7,Meta Ads,paid_social,lookalike_1pct,Awareness,ad_click,meta,cpc,lookalike_1pct,/case-studies,Mobile,South,Professional,1.75,0,,,0.00,
E000415,U00110,J00110,S00110_06,2026-01-29 07:33:00,2026-01-29,6,7,Direct,direct,typed_url,Decision,direct_visit,direct,none,typed_url,/demo,Mobile,South,Professional,0.00,0,,,0.00,
E000416,U00110,J00110,S00110_07,2026-01-30 06:59:00,2026-01-30,7,7,Organic Search,organic,comparison_page,Consideration,seo_landing,google,organic,comparison_page,/blog/marketing-roi,Mobile,South,Professional,0.00,0,,,0.00,
E000417,U00111,J00111,S00111_01,2026-01-07 21:40:00,2026-01-07,1,4,Meta Ads,paid_social,interest_stack,Awareness,video_click,meta,cpc,interest_stack,/features,Mobile,Central,Professional,1.38,0,,,0.00,
E000418,U00111,J00111,S00111_02,2026-01-08 10:48:00,2026-01-08,2,4,Referral,referral,software_review,Consideration,referral_visit,partner,referral,software_review,/free-trial,Mobile,Central,Professional,0.00,0,,,0.00,
E000419,U00111,J00111,S00111_03,2026-01-09 00:08:00,2026-01-09,3,4,Direct,direct,direct_visit,Decision,direct_visit,direct,none,direct_visit,/features,Mobile,Central,Professional,0.00,0,,,0.00,
E000420,U00111,J00111,S00111_04,2026-01-09 15:28:00,2026-01-09,4,4,Organic Search,organic,seo_blog,Purchase,conversion,google,organic,seo_blog,/blog/marketing-roi,Mobile,Central,Professional,0.00,1,C00044,2026-01-09 15:28:00,283.23,new
E000421,U00112,J00112,S00112_01,2026-01-21 15:50:00,2026-01-21,1,5,TikTok Ads,paid_social,short_video_awareness,Awareness,ad_click,tiktok,cpc,short_video_awareness,/pricing,Desktop,North,Starter,0.75,0,,,0.00,
E000422,U00112,J00112,S00112_02,2026-01-22 18:50:00,2026-01-22,2,5,Direct,direct,typed_url,Decision,direct_visit,direct,none,typed_url,/pricing,Desktop,North,Starter,0.00,0,,,0.00,
E000423,U00112,J00112,S00112_03,2026-01-24 15:36:00,2026-01-24,3,5,Meta Ads,paid_social,interest_stack,Awareness,video_click,meta,cpc,interest_stack,/pricing,Desktop,North,Starter,1.00,0,,,0.00,
E000424,U00112,J00112,S00112_04,2026-01-26 08:55:00,2026-01-26,4,5,Google Ads,paid_search,brand_search,Decision,search_click,google,cpc,brand_search,/features,Desktop,North,Starter,3.64,0,,,0.00,
E000425,U00112,J00112,S00112_05,2026-01-28 03:28:00,2026-01-28,5,5,TikTok Ads,paid_social,ugc_demo,Awareness,video_view,tiktok,cpc,ugc_demo,/features,Desktop,North,Starter,0.25,0,,,0.00,
E000426,U00113,J00113,S00113_01,2026-04-28 20:25:00,2026-04-28,1,2,Meta Ads,paid_social,interest_stack,Awareness,ad_click,meta,cpc,interest_stack,/demo,Desktop,North,Professional,1.48,0,,,0.00,
E000427,U00113,J00113,S00113_02,2026-04-30 18:15:00,2026-04-30,2,2,Google Ads,paid_search,high_intent_keywords,Decision,search_click,google,cpc,high_intent_keywords,/free-trial,Desktop,North,Professional,3.08,0,,,0.00,
E000428,U00114,J00114,S00114_01,2026-03-25 21:01:00,2026-03-25,1,7,TikTok Ads,paid_social,ugc_demo,Awareness,ad_click,tiktok,cpc,ugc_demo,/demo,Mobile,North,Starter,0.85,0,,,0.00,
E000429,U00114,J00114,S00114_02,2026-03-27 20:41:00,2026-03-27,2,7,Google Ads,paid_search,competitor_search,Decision,ad_click,google,cpc,competitor_search,/blog/marketing-roi,Mobile,North,Starter,2.74,0,,,0.00,
E000430,U00114,J00114,S00114_03,2026-03-29 20:49:00,2026-03-29,3,7,LinkedIn Ads,paid_social,b2b_leads,Consideration,ad_click,linkedin,cpc,b2b_leads,/pricing,Mobile,North,Starter,2.25,0,,,0.00,
E000431,U00114,J00114,S00114_04,2026-03-31 15:01:00,2026-03-31,4,7,Organic Search,organic,how_to_guide,Consideration,blog_visit,google,organic,how_to_guide,/blog/marketing-roi,Mobile,North,Starter,0.00,0,,,0.00,
E000432,U00114,J00114,S00114_05,2026-04-01 13:11:00,2026-04-01,5,7,Google Ads,paid_search,competitor_search,Decision,ad_click,google,cpc,competitor_search,/features,Mobile,North,Starter,2.82,0,,,0.00,
E000433,U00114,J00114,S00114_06,2026-04-01 17:11:00,2026-04-01,6,7,Organic Search,organic,seo_blog,Consideration,seo_landing,google,organic,seo_blog,/demo,Tablet,North,Starter,0.00,0,,,0.00,
E000434,U00114,J00114,S00114_07,2026-04-02 01:57:00,2026-04-02,7,7,Organic Search,organic,comparison_page,Consideration,blog_visit,google,organic,comparison_page,/features,Mobile,North,Starter,0.00,0,,,0.00,
E000435,U00115,J00115,S00115_01,2026-04-15 10:55:00,2026-04-15,1,3,Meta Ads,paid_social,retargeting,Awareness,ad_click,meta,cpc,retargeting,/case-studies,Mobile,North,Starter,1.94,0,,,0.00,
E000436,U00115,J00115,S00115_02,2026-04-16 12:17:00,2026-04-16,2,3,Direct,direct,typed_url,Decision,direct_visit,direct,none,typed_url,/case-studies,Mobile,North,Starter,0.00,0,,,0.00,
E000437,U00115,J00115,S00115_03,2026-04-17 13:28:00,2026-04-17,3,3,Google Ads,paid_search,competitor_search,Purchase,conversion,google,cpc,competitor_search,/features,Mobile,North,Starter,1.51,1,C00045,2026-04-17 13:28:00,105.24,new
E000438,U00116,J00116,S00116_01,2026-04-24 20:10:00,2026-04-24,1,4,Referral,referral,affiliate_blog,Consideration,referral_visit,partner,referral,affiliate_blog,/features,Mobile,North,Professional,0.00,0,,,0.00,
E000439,U00116,J00116,S00116_02,2026-04-26 12:53:00,2026-04-26,2,4,LinkedIn Ads,paid_social,saas_trial,Consideration,lead_form_view,linkedin,cpc,saas_trial,/free-trial,Desktop,North,Professional,4.02,0,,,0.00,
E000440,U00116,J00116,S00116_03,2026-04-28 12:49:00,2026-04-28,3,4,Direct,direct,direct_visit,Decision,direct_visit,direct,none,direct_visit,/features,Desktop,North,Professional,0.00,0,,,0.00,
E000441,U00116,J00116,S00116_04,2026-04-29 19:17:00,2026-04-29,4,4,Google Ads,paid_search,competitor_search,Decision,search_click,google,cpc,competitor_search,/case-studies,Desktop,North,Professional,0.69,0,,,0.00,
E000442,U00117,J00117,S00117_01,2026-01-29 18:55:00,2026-01-29,1,5,LinkedIn Ads,paid_social,decision_makers,Consideration,ad_click,linkedin,cpc,decision_makers,/case-studies,Desktop,East,Professional,2.96,0,,,0.00,
E000443,U00117,J00117,S00117_02,2026-01-30 23:04:00,2026-01-30,2,5,Direct,direct,typed_url,Decision,direct_visit,direct,none,typed_url,/pricing,Desktop,East,Professional,0.00,0,,,0.00,
E000444,U00117,J00117,S00117_03,2026-01-31 13:36:00,2026-01-31,3,5,Direct,direct,saved_link,Decision,direct_visit,direct,none,saved_link,/pricing,Desktop,East,Professional,0.00,0,,,0.00,
E000445,U00117,J00117,S00117_04,2026-02-01 13:51:00,2026-02-01,4,5,TikTok Ads,paid_social,short_video_awareness,Awareness,video_view,tiktok,cpc,short_video_awareness,/free-trial,Desktop,East,Professional,0.31,0,,,0.00,
E000446,U00117,J00117,S00117_05,2026-02-02 19:43:00,2026-02-02,5,5,Meta Ads,paid_social,lookalike_1pct,Awareness,video_click,meta,cpc,lookalike_1pct,/features,Desktop,East,Professional,1.85,0,,,0.00,
E000447,U00118,J00118,S00118_01,2026-03-05 19:41:00,2026-03-05,1,4,Google Ads,paid_search,high_intent_keywords,Decision,search_click,google,cpc,high_intent_keywords,/free-trial,Desktop,North,Starter,3.45,0,,,0.00,
E000448,U00118,J00118,S00118_02,2026-03-07 18:10:00,2026-03-07,2,4,Referral,referral,software_review,Consideration,referral_visit,partner,referral,software_review,/demo,Desktop,North,Starter,0.00,0,,,0.00,
E000449,U00118,J00118,S00118_03,2026-03-08 19:45:00,2026-03-08,3,4,Organic Search,organic,how_to_guide,Consideration,seo_landing,google,organic,how_to_guide,/case-studies,Desktop,North,Starter,0.00,0,,,0.00,
E000450,U00118,J00118,S00118_04,2026-03-10 03:52:00,2026-03-10,4,4,Google Ads,paid_search,high_intent_keywords,Purchase,conversion,google,cpc,high_intent_keywords,/blog/marketing-roi,Desktop,North,Starter,0.66,1,C00046,2026-03-10 03:52:00,84.16,new
E000451,U00119,J00119,S00119_01,2026-03-08 13:44:00,2026-03-08,1,7,Organic Search,organic,seo_blog,Consideration,seo_landing,google,organic,seo_blog,/free-trial,Desktop,North,Starter,0.00,0,,,0.00,
